jour,doses_jour,complet_jour,cum_dose1,cum_complet,cum_rappel,couv_dose1_pct,couv_complet_pct,couv_rappel_pct
2022-09-05,532,534,52670177,52058905,39998098,77.5,76.6,58.8
2022-09-06,679,517,52670856,52059422,40001748,77.5,76.6,58.8
2022-09-07,533,438,52671389,52059860,40004083,77.5,76.6,58.8
2022-09-08,426,399,52671815,52060259,40007069,77.5,76.6,58.8
2022-09-09,624,506,52672439,52060765,40010585,77.5,76.6,58.8
2022-09-10,290,367,52672729,52061132,40012018,77.5,76.6,58.8
2022-09-11,79,60,52672808,52061192,40012296,77.5,76.6,58.8
2022-09-12,342,314,52673150,52061506,40014400,77.5,76.6,58.8
2022-09-13,474,437,52673624,52061943,40017701,77.5,76.6,58.8
2022-09-14,530,455,52674154,52062398,40020012,77.5,76.6,58.9
2022-09-15,417,432,52674571,52062830,40022822,77.5,76.6,58.9
2022-09-16,573,560,52675144,52063390,40026166,77.5,76.6,58.9
2022-09-17,306,306,52675450,52063696,40027377,77.5,76.6,58.9
2022-09-18,68,82,52675518,52063778,40027646,77.5,76.6,58.9
2022-09-19,335,343,52675853,52064121,40029459,77.5,76.6,58.9
2022-09-20,448,491,52676301,52064612,40032431,77.5,76.6,58.9
2022-09-21,435,467,52676736,52065079,40034661,77.5,76.6,58.9
2022-09-22,441,440,52677177,52065519,40037358,77.5,76.6,58.9
2022-09-23,622,598,52677799,52066117,40040909,77.5,76.6,58.9
2022-09-24,337,394,52678136,52066511,40042260,77.5,76.6,58.9
2022-09-25,69,118,52678205,52066629,40042536,77.5,76.6,58.9
2022-09-26,320,351,52678525,52066980,40044419,77.5,76.6,58.9
2022-09-27,439,474,52678964,52067454,40047192,77.5,76.6,58.9
2022-09-28,460,494,52679424,52067948,40049377,77.5,76.6,58.9
2022-09-29,407,436,52679831,52068384,40051911,77.5,76.6,58.9
2022-09-30,558,673,52680389,52069057,40055079,77.5,76.6,58.9
2022-10-01,320,429,52680709,52069486,40056691,77.5,76.6,58.9
2022-10-02,44,67,52680753,52069553,40056882,77.5,76.6,58.9
2022-10-03,440,600,52681193,52070153,40058896,77.5,76.6,58.9
2022-10-04,519,441,52681712,52070594,40061503,77.5,76.6,58.9
2022-10-05,459,489,52682171,52071083,40063520,77.5,76.6,58.9
2022-10-06,384,403,52682555,52071486,40065917,77.5,76.6,58.9
2022-10-07,538,577,52683093,52072063,40069237,77.5,76.6,58.9
2022-10-08,266,296,52683359,52072359,40070567,77.5,76.6,58.9
2022-10-09,65,73,52683424,52072432,40070854,77.5,76.6,58.9
2022-10-10,322,463,52683746,52072895,40073170,77.5,76.6,58.9
2022-10-11,398,419,52684144,52073314,40076590,77.5,76.6,58.9
2022-10-12,416,497,52684560,52073811,40079222,77.5,76.6,58.9
2022-10-13,412,446,52684972,52074257,40082218,77.5,76.6,58.9
2022-10-14,519,595,52685491,52074852,40086002,77.5,76.6,59.0
2022-10-15,234,323,52685725,52075175,40087532,77.5,76.6,59.0
2022-10-16,61,52,52685786,52075227,40087860,77.5,76.6,59.0
2022-10-17,280,346,52686066,52075573,40090194,77.5,76.6,59.0
2022-10-18,368,388,52686434,52075961,40093782,77.5,76.6,59.0
2022-10-19,395,484,52686829,52076445,40096707,77.5,76.6,59.0
2022-10-20,396,443,52687225,52076888,40100283,77.5,76.6,59.0
2022-10-21,450,538,52687675,52077426,40104625,77.5,76.6,59.0
2022-10-22,229,242,52687904,52077668,40105895,77.5,76.6,59.0
2022-10-23,53,61,52687957,52077729,40106142,77.5,76.6,59.0
2022-10-24,364,299,52688321,52078028,40108681,77.5,76.6,59.0
2022-10-25,391,389,52688712,52078417,40112343,77.5,76.6,59.0
2022-10-26,349,359,52689061,52078776,40115137,77.5,76.6,59.0
2022-10-27,418,394,52689479,52079170,40118362,77.5,76.6,59.0
2022-10-28,464,481,52689943,52079651,40121719,77.5,76.6,59.0
2022-10-29,164,184,52690107,52079835,40122754,77.5,76.6,59.0
2022-10-30,51,68,52690158,52079903,40122982,77.5,76.6,59.0
2022-10-31,253,261,52690411,52080164,40124527,77.5,76.6,59.0
2022-11-01,86,106,52690497,52080270,40125322,77.5,76.6,59.0
2022-11-02,357,379,52690854,52080649,40127741,77.5,76.6,59.0
2022-11-03,440,409,52691294,52081058,40130730,77.5,76.6,59.0
2022-11-04,433,433,52691727,52081491,40134089,77.5,76.6,59.0
2022-11-05,173,235,52691900,52081726,40135175,77.5,76.6,59.0
2022-11-06,58,75,52691958,52081801,40135396,77.5,76.6,59.0
2022-11-07,360,374,52692318,52082175,40137518,77.5,76.6,59.0
2022-11-08,441,428,52692759,52082603,40141225,77.5,76.6,59.0
2022-11-09,370,411,52693129,52083014,40143813,77.5,76.6,59.0
2022-11-10,416,567,52693545,52083581,40147286,77.5,76.6,59.0
2022-11-11,49,61,52693594,52083642,40147560,77.5,76.6,59.0
2022-11-12,136,183,52693730,52083825,40148463,77.5,76.6,59.0
2022-11-13,38,68,52693768,52083893,40148651,77.5,76.6,59.0
2022-11-14,310,277,52694078,52084170,40150602,77.5,76.6,59.0
2022-11-15,410,553,52694488,52084723,40153872,77.5,76.6,59.0
2022-11-16,391,431,52694879,52085154,40156349,77.5,76.6,59.1
2022-11-17,349,388,52695228,52085542,40159231,77.5,76.6,59.1
2022-11-18,430,466,52695658,52086008,40162537,77.5,76.6,59.1
2022-11-19,180,209,52695838,52086217,40163580,77.5,76.6,59.1
2022-11-20,43,117,52695881,52086334,40163825,77.5,76.6,59.1
2022-11-21,292,259,52696173,52086593,40165684,77.5,76.6,59.1
2022-11-22,381,348,52696554,52086941,40168699,77.5,76.6,59.1
2022-11-23,343,322,52696897,52087263,40170922,77.5,76.6,59.1
2022-11-24,335,324,52697232,52087587,40173782,77.5,76.6,59.1
2022-11-25,396,442,52697628,52088029,40176812,77.5,76.6,59.1
2022-11-26,195,193,52697823,52088222,40177820,77.5,76.6,59.1
2022-11-27,40,43,52697863,52088265,40178028,77.5,76.6,59.1
2022-11-28,303,282,52698166,52088547,40179916,77.5,76.6,59.1
2022-11-29,341,277,52698507,52088824,40183092,77.5,76.6,59.1
2022-11-30,355,384,52698862,52089208,40185878,77.5,76.6,59.1
2022-12-01,356,341,52699218,52089549,40189575,77.5,76.6,59.1
2022-12-02,413,373,52699631,52089922,40193794,77.5,76.6,59.1
2022-12-03,201,162,52699832,52090084,40195348,77.5,76.6,59.1
2022-12-04,59,69,52699891,52090153,40195762,77.5,76.6,59.1
2022-12-05,323,353,52700214,52090506,40198570,77.5,76.6,59.1
2022-12-06,406,356,52700620,52090862,40203074,77.5,76.6,59.1
2022-12-07,386,373,52701006,52091235,40206558,77.5,76.6,59.1
2022-12-08,379,338,52701385,52091573,40211037,77.5,76.6,59.1
2022-12-09,479,399,52701864,52091972,40216590,77.5,76.6,59.1
2022-12-10,249,291,52702113,52092263,40218951,77.5,76.6,59.1
2022-12-11,75,59,52702188,52092322,40219609,77.5,76.6,59.1
2022-12-12,314,275,52702502,52092597,40223609,77.5,76.6,59.2
2022-12-13,442,355,52702944,52092952,40229063,77.5,76.6,59.2
2022-12-14,382,365,52703326,52093317,40233468,77.5,76.6,59.2
2022-12-15,431,445,52703757,52093762,40238997,77.5,76.6,59.2
2022-12-16,537,485,52704294,52094247,40245258,77.5,76.6,59.2
2022-12-17,224,212,52704518,52094459,40247457,77.5,76.6,59.2
2022-12-18,53,46,52704571,52094505,40247966,77.5,76.6,59.2
2022-12-19,374,311,52704945,52094816,40251489,77.5,76.6,59.2
2022-12-20,466,363,52705411,52095179,40256545,77.5,76.6,59.2
2022-12-21,382,325,52705793,52095504,40259984,77.5,76.6,59.2
2022-12-22,371,307,52706164,52095811,40263261,77.5,76.6,59.2
2022-12-23,290,306,52706454,52096117,40265716,77.5,76.6,59.2
2022-12-24,52,49,52706506,52096166,40266028,77.5,76.6,59.2
2022-12-25,14,17,52706520,52096183,40266113,77.5,76.6,59.2
2022-12-26,205,199,52706725,52096382,40267809,77.5,76.6,59.2
2022-12-27,318,318,52707043,52096700,40270584,77.5,76.6,59.2
2022-12-28,274,241,52707317,52096941,40272774,77.5,76.6,59.2
2022-12-29,293,268,52707610,52097209,40275080,77.5,76.6,59.2
2022-12-30,273,257,52707883,52097466,40276868,77.5,76.6,59.2
2022-12-31,82,85,52707965,52097551,40277244,77.5,76.6,59.2
2023-01-01,11,18,52707976,52097569,40277378,77.5,76.6,59.2
2023-01-02,639,318,52708615,52097887,40279497,77.5,76.6,59.2
2023-01-03,391,330,52709006,52098217,40282667,77.5,76.6,59.2
2023-01-04,356,300,52709362,52098517,40285287,77.5,76.6,59.2
2023-01-05,396,391,52709758,52098908,40288335,77.5,76.6,59.2
2023-01-06,495,437,52710253,52099345,40291850,77.5,76.6,59.3
2023-01-07,229,212,52710482,52099557,40293175,77.5,76.6,59.3
2023-01-08,75,66,52710557,52099623,40293489,77.5,76.6,59.3
2023-01-09,369,345,52710926,52099968,40295463,77.5,76.6,59.3
2023-01-10,381,418,52711307,52100386,40298726,77.5,76.6,59.3
2023-01-11,323,315,52711630,52100701,40300912,77.5,76.6,59.3
2023-01-12,408,358,52712038,52101059,40303653,77.5,76.6,59.3
2023-01-13,558,413,52712596,52101472,40306678,77.5,76.6,59.3
2023-01-14,262,181,52712858,52101653,40307796,77.5,76.6,59.3
2023-01-15,61,57,52712919,52101710,40308056,77.5,76.6,59.3
2023-01-16,275,244,52713194,52101954,40309698,77.5,76.6,59.3
2023-01-17,304,304,52713498,52102258,40312141,77.5,76.6,59.3
2023-01-18,331,307,52713829,52102565,40313893,77.5,76.6,59.3
2023-01-19,347,265,52714176,52102830,40315933,77.5,76.6,59.3
2023-01-20,455,384,52714631,52103214,40318444,77.5,76.6,59.3
2023-01-21,190,179,52714821,52103393,40319275,77.5,76.6,59.3
2023-01-22,29,27,52714850,52103420,40319421,77.5,76.6,59.3
2023-01-23,209,204,52715059,52103624,40320644,77.5,76.6,59.3
2023-01-24,291,254,52715350,52103878,40322484,77.5,76.6,59.3
2023-01-25,293,315,52715643,52104193,40323893,77.5,76.6,59.3
2023-01-26,297,272,52715940,52104465,40325597,77.5,76.6,59.3
2023-01-27,364,744,52716304,52105209,40327518,77.5,76.6,59.3
2023-01-28,176,182,52716480,52105391,40328181,77.5,76.6,59.3
2023-01-29,30,40,52716510,52105431,40328266,77.5,76.6,59.3
2023-01-30,265,236,52716775,52105667,40329316,77.5,76.6,59.3
2023-01-31,297,260,52717072,52105927,40330783,77.5,76.6,59.3
2023-02-01,274,320,52717346,52106247,40332120,77.5,76.6,59.3
2023-02-02,269,262,52717615,52106509,40333489,77.5,76.6,59.3
2023-02-03,326,378,52717941,52106887,40335063,77.5,76.6,59.3
2023-02-04,137,179,52718078,52107066,40335583,77.5,76.6,59.3
2023-02-05,14,37,52718092,52107103,40335667,77.5,76.6,59.3
2023-02-06,228,218,52718320,52107321,40336484,77.5,76.6,59.3
2023-02-07,243,280,52718563,52107601,40337737,77.5,76.6,59.3
2023-02-08,214,240,52718777,52107841,40338601,77.5,76.6,59.3
2023-02-09,228,250,52719005,52108091,40339643,77.5,76.6,59.3
2023-02-10,309,321,52719314,52108412,40340851,77.5,76.6,59.3
2023-02-11,127,138,52719441,52108550,40341333,77.5,76.6,59.3
2023-02-12,26,39,52719467,52108589,40341380,77.5,76.6,59.3
2023-02-13,181,201,52719648,52108790,40342020,77.5,76.6,59.3
2023-02-14,205,210,52719853,52109000,40342973,77.5,76.6,59.3
2023-02-15,213,230,52720066,52109230,40343769,77.5,76.6,59.3
2023-02-16,177,213,52720243,52109443,40344739,77.5,76.6,59.3
2023-02-17,275,284,52720518,52109727,40345813,77.5,76.6,59.3
2023-02-18,121,131,52720639,52109858,40346263,77.5,76.6,59.3
2023-02-19,30,31,52720669,52109889,40346300,77.5,76.6,59.3
2023-02-20,168,192,52720837,52110081,40346923,77.5,76.6,59.3
2023-02-21,188,196,52721025,52110277,40347805,77.5,76.6,59.3
2023-02-22,168,216,52721193,52110493,40348458,77.5,76.6,59.3
2023-02-23,148,200,52721341,52110693,40349258,77.5,76.6,59.3
2023-02-24,200,250,52721541,52110943,40350124,77.5,76.6,59.3
2023-02-25,93,114,52721634,52111057,40350464,77.5,76.6,59.3
2023-02-26,9,14,52721643,52111071,40350499,77.5,76.6,59.3
2023-02-27,151,202,52721794,52111273,40351048,77.5,76.6,59.3
2023-02-28,188,193,52721982,52111466,40351806,77.5,76.6,59.3
2023-03-01,162,217,52722144,52111683,40352478,77.5,76.6,59.3
2023-03-02,163,187,52722307,52111870,40353155,77.5,76.6,59.3
2023-03-03,235,276,52722542,52112146,40354023,77.5,76.6,59.3
2023-03-04,94,130,52722636,52112276,40354389,77.5,76.6,59.3
2023-03-05,19,17,52722655,52112293,40354416,77.5,76.6,59.3
2023-03-06,170,143,52722825,52112436,40354877,77.5,76.6,59.3
2023-03-07,133,177,52722958,52112613,40355445,77.5,76.6,59.3
2023-03-08,109,185,52723067,52112798,40355881,77.5,76.6,59.3
2023-03-09,133,145,52723200,52112943,40356435,77.5,76.6,59.3
2023-03-10,233,264,52723433,52113207,40357200,77.5,76.6,59.3
2023-03-11,93,112,52723526,52113319,40357488,77.5,76.6,59.3
2023-03-12,6,20,52723532,52113339,40357512,77.5,76.6,59.3
2023-03-13,96,139,52723628,52113478,40357913,77.5,76.6,59.3
2023-03-14,142,152,52723770,52113630,40358497,77.5,76.6,59.4
2023-03-15,116,160,52723886,52113790,40358948,77.5,76.6,59.4
2023-03-16,119,159,52724005,52113949,40359483,77.5,76.6,59.4
2023-03-17,215,211,52724220,52114160,40360160,77.5,76.6,59.4
2023-03-18,101,90,52724321,52114250,40360543,77.5,76.6,59.4
2023-03-19,16,20,52724337,52114270,40360557,77.5,76.6,59.4
2023-03-20,101,137,52724438,52114407,40361009,77.5,76.6,59.4
2023-03-21,151,148,52724589,52114555,40361605,77.5,76.6,59.4
2023-03-22,125,142,52724714,52114697,40362049,77.5,76.6,59.4
2023-03-23,116,121,52724830,52114818,40362553,77.5,76.6,59.4
2023-03-24,174,219,52725004,52115037,40363351,77.5,76.6,59.4
2023-03-25,98,108,52725102,52115145,40363639,77.5,76.6,59.4
2023-03-26,8,8,52725110,52115153,40363662,77.5,76.6,59.4
2023-03-27,145,148,52725255,52115301,40364131,77.5,76.6,59.4
2023-03-28,127,125,52725382,52115426,40364640,77.5,76.6,59.4
2023-03-29,128,126,52725510,52115552,40365068,77.5,76.6,59.4
2023-03-30,126,126,52725636,52115678,40365597,77.5,76.6,59.4
2023-03-31,148,231,52725784,52115909,40366202,77.5,76.6,59.4
2023-04-01,71,95,52725855,52116004,40366563,77.5,76.6,59.4
2023-04-02,7,10,52725862,52116014,40366594,77.5,76.6,59.4
2023-04-03,132,126,52725994,52116140,40367039,77.5,76.6,59.4
2023-04-04,89,138,52726083,52116278,40367475,77.5,76.6,59.4
2023-04-05,72,110,52726155,52116388,40367837,77.5,76.6,59.4
2023-04-06,116,97,52726271,52116485,40368210,77.5,76.6,59.4
2023-04-07,132,169,52726403,52116654,40368692,77.5,76.6,59.4
2023-04-08,45,69,52726448,52116723,40368914,77.5,76.6,59.4
2023-04-09,2,9,52726450,52116732,40368936,77.5,76.6,59.4
2023-04-10,9,17,52726459,52116749,40368978,77.5,76.6,59.4
2023-04-11,76,118,52726535,52116867,40369446,77.5,76.6,59.4
2023-04-12,87,105,52726622,52116972,40369802,77.5,76.6,59.4
2023-04-13,72,106,52726694,52117078,40370179,77.5,76.6,59.4
2023-04-14,129,177,52726823,52117255,40370696,77.5,76.6,59.4
2023-04-15,52,62,52726875,52117317,40370912,77.5,76.6,59.4
2023-04-16,10,12,52726885,52117329,40370928,77.5,76.6,59.4
2023-04-17,85,101,52726970,52117430,40371286,77.5,76.6,59.4
2023-04-18,95,93,52727065,52117523,40371669,77.5,76.6,59.4
2023-04-19,75,104,52727140,52117627,40371934,77.5,76.6,59.4
2023-04-20,76,96,52727216,52117723,40372248,77.5,76.6,59.4
2023-04-21,107,137,52727323,52117860,40372741,77.5,76.6,59.4
2023-04-22,41,57,52727364,52117917,40372923,77.5,76.6,59.4
2023-04-23,1,4,52727365,52117921,40372938,77.5,76.6,59.4
2023-04-24,93,89,52727458,52118010,40373203,77.5,76.6,59.4
2023-04-25,84,89,52727542,52118099,40373543,77.5,76.6,59.4
2023-04-26,81,83,52727623,52118182,40373797,77.5,76.6,59.4
2023-04-27,96,94,52727719,52118276,40374127,77.5,76.6,59.4
2023-04-28,141,118,52727860,52118394,40374528,77.5,76.6,59.4
2023-04-29,65,63,52727925,52118457,40374659,77.5,76.6,59.4
2023-04-30,7,4,52727932,52118461,40374668,77.5,76.6,59.4
2023-05-01,11,10,52727943,52118471,40374713,77.5,76.6,59.4
2023-05-02,147,121,52728090,52118592,40375126,77.5,76.6,59.4
2023-05-03,103,78,52728193,52118670,40375384,77.5,76.6,59.4
2023-05-04,60,97,52728253,52118767,40375788,77.5,76.6,59.4
2023-05-05,91,101,52728344,52118868,40376140,77.5,76.6,59.4
2023-05-06,42,42,52728386,52118910,40376274,77.5,76.6,59.4
2023-05-07,8,7,52728394,52118917,40376284,77.5,76.6,59.4
2023-05-08,15,11,52728409,52118928,40376307,77.5,76.6,59.4
2023-05-09,50,68,52728459,52118996,40376536,77.5,76.6,59.4
2023-05-10,80,77,52728539,52119073,40376761,77.5,76.6,59.4
2023-05-11,67,60,52728606,52119133,40376956,77.5,76.6,59.4
2023-05-12,58,81,52728664,52119214,40377217,77.5,76.6,59.4
2023-05-13,35,40,52728699,52119254,40377344,77.5,76.6,59.4
2023-05-14,4,5,52728703,52119259,40377353,77.5,76.6,59.4
2023-05-15,41,44,52728744,52119303,40377522,77.5,76.6,59.4
2023-05-16,64,91,52728808,52119394,40377754,77.5,76.6,59.4
2023-05-17,59,88,52728867,52119482,40377944,77.5,76.6,59.4
2023-05-18,4,6,52728871,52119488,40377955,77.5,76.6,59.4
2023-05-19,48,67,52728919,52119555,40378171,77.5,76.6,59.4
2023-05-20,29,24,52728948,52119579,40378261,77.5,76.6,59.4
2023-05-21,8,6,52728956,52119585,40378267,77.5,76.6,59.4
2023-05-22,73,39,52729029,52119624,40378435,77.5,76.6,59.4
2023-05-23,39,51,52729068,52119675,40378602,77.5,76.6,59.4
2023-05-24,47,58,52729115,52119733,40378762,77.5,76.6,59.4
2023-05-25,54,56,52729169,52119789,40378926,77.5,76.6,59.4
2023-05-26,66,82,52729235,52119871,40379149,77.5,76.6,59.4
2023-05-27,23,41,52729258,52119912,40379219,77.5,76.6,59.4
2023-05-28,3,5,52729261,52119917,40379222,77.5,76.6,59.4
2023-05-29,5,3,52729266,52119920,40379230,77.5,76.6,59.4
2023-05-30,68,44,52729334,52119964,40379407,77.5,76.6,59.4
2023-05-31,52,57,52729386,52120021,40379548,77.5,76.6,59.4
2023-06-01,62,58,52729448,52120079,40379732,77.5,76.6,59.4
2023-06-02,51,61,52729499,52120140,40379943,77.5,76.6,59.4
2023-06-03,16,25,52729515,52120165,40380017,77.5,76.6,59.4
2023-06-04,0,4,52729515,52120169,40380025,77.5,76.6,59.4
2023-06-05,82,55,52729597,52120224,40380205,77.5,76.6,59.4
2023-06-06,69,81,52729666,52120305,40380466,77.5,76.6,59.4
2023-06-07,43,50,52729709,52120355,40380610,77.5,76.6,59.4
2023-06-08,59,60,52729768,52120415,40380809,77.5,76.6,59.4
2023-06-09,46,90,52729814,52120505,40380992,77.5,76.6,59.4
2023-06-10,23,21,52729837,52120526,40381050,77.5,76.6,59.4
2023-06-11,1,5,52729838,52120531,40381058,77.5,76.6,59.4
2023-06-12,23,63,52729861,52120594,40381220,77.5,76.6,59.4
2023-06-13,48,46,52729909,52120640,40381419,77.5,76.6,59.4
2023-06-14,36,86,52729945,52120726,40381560,77.5,76.6,59.4
2023-06-15,41,49,52729986,52120775,40381746,77.5,76.6,59.4
2023-06-16,52,62,52730038,52120837,40381896,77.5,76.6,59.4
2023-06-17,14,30,52730052,52120867,40381948,77.5,76.6,59.4
2023-06-18,2,5,52730054,52120872,40381955,77.5,76.6,59.4
2023-06-19,45,37,52730099,52120909,40382110,77.5,76.6,59.4
2023-06-20,85,44,52730184,52120953,40382313,77.5,76.6,59.4
2023-06-21,31,47,52730215,52121000,40382513,77.5,76.6,59.4
2023-06-22,44,33,52730259,52121033,40382704,77.5,76.6,59.4
2023-06-23,50,52,52730309,52121085,40382845,77.5,76.6,59.4
2023-06-24,9,9,52730318,52121094,40382901,77.5,76.6,59.4
2023-06-25,2,3,52730320,52121097,40382909,77.5,76.6,59.4
2023-06-26,36,27,52730356,52121124,40383057,77.5,76.6,59.4
2023-06-27,51,33,52730407,52121157,40383203,77.5,76.6,59.4
2023-06-28,28,34,52730435,52121191,40383309,77.5,76.6,59.4
2023-06-29,27,33,52730462,52121224,40383427,77.5,76.6,59.4
2023-06-30,28,40,52730490,52121264,40383559,77.5,76.6,59.4
2023-07-01,24,15,52730514,52121279,40383599,77.5,76.6,59.4
2023-07-02,0,0,52730514,52121279,40383601,77.5,76.6,59.4
2023-07-03,44,30,52730558,52121309,40383728,77.5,76.6,59.4
2023-07-04,28,36,52730586,52121345,40383851,77.5,76.6,59.4
2023-07-05,37,28,52730623,52121373,40383941,77.5,76.6,59.4
2023-07-06,32,27,52730655,52121400,40384069,77.5,76.6,59.4
2023-07-07,39,41,52730694,52121441,40384194,77.5,76.6,59.4
2023-07-08,7,16,52730701,52121457,40384240,77.5,76.6,59.4
2023-07-09,1,3,52730702,52121460,40384241,77.5,76.6,59.4
2023-07-10,15,17,52730717,52121477,40384324,77.5,76.6,59.4
